ID,Listing Confirmation Method,Deposit Amount,Monthly Rent,Exclusive Area,Unit Floor,Total Floors,Direction,Number of Rooms,Number of Bathrooms,Parking Availability,Total Parking Spaces,Maintenance Fee,Real Estate Agency,Brokerage Platform,Listing Year,Listing Month,Listing Day,Listing Weekday,Days Since Listed,False Listing
TRAIN_1092,Phone Confirmation,22500000,310000,25.91,6,13,남서향,1,1,Available,6,7,G52Iz8V2B9,Platform A,2024,2,21,Wednesday,507,Real Listing
TRAIN_1093,On-site Confirmation,175500000,250000,20.2,3,7,Southeast,1,1,Not Available,20,3,G52Iz8V2B9,Platform A,2023,11,27,Monday,593,Real Listing
TRAIN_1094,서류확인,171000000,550000,28.85,3,16,Southeast,1,1,Not Available,37,0,G52Iz8V2B9,Platform A,2024,3,27,Wednesday,472,Real Listing
TRAIN_1095,서류확인,133000000,190000,30.58,10,20,South,1,1,Available,7,14,G52Iz8V2B9,Platform D,2024,11,8,Friday,246,Real Listing
TRAIN_1096,서류확인,382000000,100000,17.5,10,16,Southeast,1,1,Available,25,15,E65ar6O9X7,Platform A,2024,10,5,Saturday,280,Real Listing
TRAIN_1097,On-site Confirmation,405000000,480000,17.5,,11,East,1,1,Available,29,9,O55VW6U4R7,Platform A,2024,10,22,Tuesday,263,Real Listing
TRAIN_1098,On-site Confirmation,379000000,230000,23.6,5,6,Southeast,2,1,Available,1,6,A72Mx9C8U2,Platform B,2024,11,24,Sunday,230,Real Listing
TRAIN_1099,On-site Confirmation,337000000,40000,17.5,9,18,West,1,1,Available,11,7,G52Iz8V2B9,Platform A,2023,12,29,Friday,561,Real Listing
TRAIN_1100,On-site Confirmation,120500000,100000,22.12,5,6,East,1,1,Not Available,,12,Y92Kc9R0Q8,I플랫폼,2024,8,22,Thursday,324,Real Listing
TRAIN_1101,On-site Confirmation,338500000,250000,21.01,7,7,East,2,1,Available,32,2,G52Iz8V2B9,Platform A,2024,6,20,Thursday,387,Real Listing
TRAIN_1102,On-site Confirmation,397000000,740000,18.1,3,4,Southeast,1,1,Available,2,14,z54Fl0B2P9,Platform A,2024,8,14,Wednesday,332,Real Listing
TRAIN_1103,서류확인,30000000,110000,32.7,2,3,남서향,2,1,Not Available,,0,m75Dz8P6I7,Platform B,2024,12,3,Tuesday,221,Real Listing
TRAIN_1104,Phone Confirmation,99500000,350000,,2,3,East,2,1,Available,,0,h29Tb4Z5T5,Platform B,2024,10,31,Thursday,254,Real Listing
TRAIN_1105,Phone Confirmation,152500000,520000,17.5,2,18,East,1,1,Not Available,9,7,G52Iz8V2B9,Platform B,2024,11,18,Monday,236,Real Listing
TRAIN_1106,서류확인,97500000,210000,,3,6,West,1,1,Available,8,14,J52gJ2E4T6,Platform C,2024,11,1,Friday,253,Real Listing
TRAIN_1107,On-site Confirmation,24500000,240000,,4,4,East,2,1,Not Available,2,0,S06Ox3K4D9,Platform A,2024,9,6,Friday,309,Real Listing
TRAIN_1108,On-site Confirmation,105500000,520000,31.44,6,18,East,1,1,Not Available,40,7,G52Iz8V2B9,Platform A,2024,11,4,Monday,250,Real Listing
TRAIN_1109,Phone Confirmation,81000000,60000,21.76,6,6,West,2,1,Available,6,11,H90uE4C0W5,Platform A,2024,5,6,Monday,432,Fake Listing
TRAIN_1110,Phone Confirmation,32500000,290000,19.83,5,8,East,1,1,Available,8,8,M20VK3G8C9,Platform A,2024,8,26,Monday,320,Real Listing
TRAIN_1111,On-site Confirmation,120500000,290000,,3,4,East,2,1,Not Available,,0,D47oH9N4M3,Platform B,2024,8,31,Saturday,315,Real Listing
TRAIN_1112,Phone Confirmation,18500000,160000,,2,3,East,2,1,Not Available,,0,b90Kl2S4L3,F플랫폼,2024,9,3,Tuesday,312,Real Listing
TRAIN_1113,On-site Confirmation,15000000,120000,,2,4,North,2,1,Not Available,1,9,D25dP0R4Q9,Platform A,2024,3,12,Tuesday,487,Fake Listing
TRAIN_1114,On-site Confirmation,375500000,270000,18.18,4,7,북동향,1,1,Available,2,15,Z68ZJ6F6L4,Platform A,2024,11,23,Saturday,231,Real Listing
TRAIN_1115,On-site Confirmation,361500000,50000,28.01,6,8,북서향,2,1,Not Available,26,9,G52Iz8V2B9,Platform C,2023,10,7,Saturday,644,Real Listing
TRAIN_1116,On-site Confirmation,13000000,250000,18.48,,10,남서향,1,1,Available,28,0,y86qM5T6T6,Platform A,2024,10,2,Wednesday,283,Real Listing
TRAIN_1117,On-site Confirmation,339500000,540000,27.16,9,10,Southeast,2,1,Available,20,21,z54Fl0B2P9,Platform A,2024,9,10,Tuesday,305,Real Listing
TRAIN_1118,On-site Confirmation,332000000,570000,46.41,4,6,East,2,1,Available,10,5,c44yg1K7W7,Platform A,2024,10,11,Friday,274,Real Listing
TRAIN_1119,On-site Confirmation,146500000,520000,,4,5,West,1,1,Not Available,2,11,K86UF7I0P3,Platform C,2023,10,9,Monday,642,Fake Listing
TRAIN_1120,Phone Confirmation,344500000,250000,26.66,4,9,South,2,2,Available,41,1,G52Iz8V2B9,Platform A,2024,7,18,Thursday,359,Real Listing
TRAIN_1121,On-site Confirmation,95000000,370000,17.5,9,18,South,1,1,Available,42,0,G52Iz8V2B9,Platform A,2023,11,1,Wednesday,619,Real Listing
TRAIN_1122,On-site Confirmation,124000000,190000,29.97,5,7,South,1,1,Not Available,1,7,G52Iz8V2B9,Platform C,2024,3,7,Thursday,492,Real Listing
TRAIN_1123,On-site Confirmation,361500000,530000,29.92,4,7,East,2,1,Available,6,10,S69fV9Z3J7,Platform C,2024,12,1,Sunday,223,Real Listing
TRAIN_1124,Phone Confirmation,393000000,390000,40.15,1,6,Southeast,1,1,Not Available,19,9,G52Iz8V2B9,H플랫폼,2025,2,21,Friday,141,Real Listing
TRAIN_1125,On-site Confirmation,178500000,420000,,3,4,South,1,1,Not Available,,3,H58ZK7F1X4,J플랫폼,2024,4,18,Thursday,450,Real Listing
TRAIN_1126,Phone Confirmation,89500000,450000,17.5,4,6,South,1,1,Available,31,2,G52Iz8V2B9,Platform B,2023,12,25,Monday,565,Real Listing
TRAIN_1127,서류확인,182000000,70000,36.19,2,3,North,2,1,Not Available,,0,k52HR5N1Z1,Platform C,2024,9,24,Tuesday,291,Real Listing
TRAIN_1128,On-site Confirmation,112500000,270000,17.5,11,18,South,1,1,Available,42,0,G52Iz8V2B9,F플랫폼,2024,2,8,Thursday,520,Real Listing
TRAIN_1129,On-site Confirmation,125000000,10000,22.41,12,12,Southeast,1,1,Available,1,9,s37cv8A6L4,Platform A,2024,10,7,Monday,278,Real Listing
TRAIN_1130,Phone Confirmation,378000000,340000,27.88,4,14,South,1,1,Available,15,0,G52Iz8V2B9,Platform B,2024,3,13,Wednesday,486,Real Listing
TRAIN_1131,Phone Confirmation,389500000,190000,30.72,12,17,East,1,1,Not Available,28,0,G52Iz8V2B9,G플랫폼,2024,3,25,Monday,474,Real Listing
TRAIN_1132,On-site Confirmation,90000000,120000,31.63,2,14,South,1,1,Available,25,10,G52Iz8V2B9,I플랫폼,2024,7,28,Sunday,349,Real Listing
TRAIN_1133,On-site Confirmation,350000000,100000,,3,6,South,1,1,Not Available,,7,w37Qk3B9D2,Platform B,2024,8,23,Friday,323,Real Listing
TRAIN_1134,서류확인,178500000,670000,21.88,4,6,West,1,1,Available,8,8,i07Ja2R7A8,Platform A,2024,5,24,Friday,414,Fake Listing
TRAIN_1135,서류확인,108500000,490000,20.3,7,9,Southeast,2,2,Not Available,22,5,G52Iz8V2B9,G플랫폼,2024,9,15,Sunday,300,Real Listing
TRAIN_1136,서류확인,406000000,680000,,3,4,North,1,1,Not Available,2,15,T96lA6S7X2,Platform E,2024,3,21,Thursday,478,Fake Listing
TRAIN_1137,서류확인,16500000,100000,17.5,,7,West,1,1,Not Available,3,5,y86qM5T6T6,Platform A,2023,11,14,Tuesday,606,Fake Listing
TRAIN_1138,On-site Confirmation,160500000,440000,26.66,6,7,East,1,1,Available,11,3,G52Iz8V2B9,F플랫폼,2024,8,29,Thursday,317,Real Listing
TRAIN_1139,Phone Confirmation,18000000,230000,27.12,2,3,West,1,1,Not Available,20,0,G52Iz8V2B9,Platform B,2024,12,19,Thursday,205,Real Listing
TRAIN_1140,On-site Confirmation,86000000,730000,28.32,6,20,East,1,1,Not Available,13,1,G52Iz8V2B9,Platform E,2024,3,1,Friday,498,Real Listing
TRAIN_1141,On-site Confirmation,66500000,460000,21.5,7,8,South,1,1,Available,,10,D24eh4J3C3,H플랫폼,2024,11,11,Monday,243,Real Listing
TRAIN_1142,On-site Confirmation,15500000,250000,29.34,4,4,West,2,2,Available,39,2,G52Iz8V2B9,Platform B,2023,12,8,Friday,582,Real Listing
TRAIN_1143,On-site Confirmation,119000000,70000,24.04,11,21,북동향,1,1,Not Available,8,0,G52Iz8V2B9,Platform A,2024,1,29,Monday,530,Real Listing
TRAIN_1144,On-site Confirmation,163000000,30000,,,6,South,2,1,Available,1,5,x64HR1L6M1,L플랫폼,2024,5,14,Tuesday,424,Real Listing
TRAIN_1145,On-site Confirmation,376500000,500000,,,6,West,1,1,Not Available,,9,M81UG0D1F8,Platform A,2024,9,24,Tuesday,291,Real Listing
TRAIN_1146,Phone Confirmation,152500000,320000,48.79,2,4,남서향,2,1,Not Available,,0,U93ap2F8Z1,Platform C,2024,4,30,Tuesday,438,Fake Listing
TRAIN_1147,Phone Confirmation,186500000,600000,21.23,4,8,Southeast,1,1,Available,6,9,w94Qb4G0K5,Platform B,2024,12,17,Tuesday,207,Real Listing
TRAIN_1148,서류확인,159500000,630000,,3,4,East,2,1,Available,1,0,Q27Pd1N0R1,Platform E,2024,12,18,Wednesday,206,Real Listing
TRAIN_1149,서류확인,134500000,390000,17.5,16,17,East,2,1,Available,49,11,G52Iz8V2B9,Platform A,2024,2,7,Wednesday,521,Real Listing
TRAIN_1150,Phone Confirmation,31500000,240000,31.31,10,13,Southeast,2,2,Not Available,26,5,G52Iz8V2B9,Platform D,2024,11,14,Thursday,240,Real Listing
TRAIN_1151,On-site Confirmation,88000000,190000,35.52,3,4,Southeast,1,1,Available,46,10,G52Iz8V2B9,Platform E,2024,6,12,Wednesday,395,Real Listing
TRAIN_1152,On-site Confirmation,125000000,710000,,2,6,West,1,1,Available,,12,r96CF3I0N9,Platform B,2024,10,3,Thursday,282,Real Listing
TRAIN_1153,On-site Confirmation,190500000,150000,27.51,6,7,남서향,2,1,Available,19,0,r16Dr6Z7C3,G플랫폼,2024,8,14,Wednesday,332,Real Listing
TRAIN_1154,Phone Confirmation,402500000,300000,23.1,,5,South,1,1,Available,590,10,N45gM0M7R0,Platform E,2024,12,21,Saturday,203,Real Listing
TRAIN_1155,On-site Confirmation,192500000,320000,26.8,6,14,북동향,1,1,Available,22,2,G52Iz8V2B9,Platform C,2023,10,29,Sunday,622,Real Listing
TRAIN_1156,On-site Confirmation,25000000,80000,25.68,,7,South,2,1,Available,21,13,O63UL1A1D7,Platform B,2024,9,11,Wednesday,304,Real Listing
TRAIN_1157,On-site Confirmation,107500000,260000,24.01,,10,북서향,2,1,Available,8,15,d24sj2E4L0,Platform A,2024,4,29,Monday,439,Fake Listing
TRAIN_1158,On-site Confirmation,98500000,410000,,5,6,South,2,1,Available,,13,r96CF3I0N9,Platform B,2024,11,2,Saturday,252,Real Listing
TRAIN_1159,On-site Confirmation,182000000,320000,,7,9,South,2,1,Available,24,6,O47hX9Z3L9,Platform A,2024,11,23,Saturday,231,Real Listing
TRAIN_1160,On-site Confirmation,378000000,530000,21.49,2,5,North,1,1,Available,7,2,f28iD1U4F3,Platform B,2024,9,20,Friday,295,Real Listing
TRAIN_1161,서류확인,124500000,740000,29.05,14,14,East,1,1,Available,24,1,G52Iz8V2B9,Platform A,2024,10,29,Tuesday,256,Real Listing
TRAIN_1162,On-site Confirmation,94000000,200000,,2,4,South,2,1,Not Available,,5,g99sy3I3R8,Platform A,2024,9,20,Friday,295,Real Listing
TRAIN_1163,On-site Confirmation,119500000,360000,33.12,5,19,South,2,1,Available,48,6,G52Iz8V2B9,Platform B,2023,8,28,Monday,684,Real Listing
TRAIN_1164,On-site Confirmation,138500000,370000,21.14,3,7,South,1,1,Available,7,15,z40LO7P9C9,F플랫폼,2024,12,15,Sunday,209,Real Listing
TRAIN_1165,On-site Confirmation,352500000,680000,29.54,15,19,South,1,1,Not Available,41,0,G52Iz8V2B9,Platform B,2024,8,25,Sunday,321,Real Listing
TRAIN_1166,서류확인,136500000,600000,17.5,,17,Southeast,1,1,Available,99,12,y86qM5T6T6,Platform A,2024,10,13,Sunday,272,Real Listing
TRAIN_1167,On-site Confirmation,162500000,360000,,3,7,East,2,1,Available,7,22,b03oE4G3F6,Platform A,2024,11,5,Tuesday,249,Real Listing
TRAIN_1168,On-site Confirmation,23000000,120000,35.36,3,7,Southeast,1,1,Available,6,0,n74bA7B3O7,G플랫폼,2024,11,18,Monday,236,Real Listing
TRAIN_1169,서류확인,111000000,200000,28.25,17,17,East,1,1,Available,11,2,G52Iz8V2B9,Platform A,2025,3,3,Monday,131,Real Listing
TRAIN_1170,On-site Confirmation,148000000,130000,33.05,9,13,West,1,1,Not Available,11,0,G52Iz8V2B9,Platform B,2024,5,20,Monday,418,Real Listing
TRAIN_1171,On-site Confirmation,27000000,510000,17.5,4,4,East,1,1,Not Available,,0,L43HH2L9R7,Platform B,2024,12,8,Sunday,216,Real Listing
TRAIN_1172,On-site Confirmation,382000000,550000,,2,3,South,2,1,Not Available,,0,R12sm8W4R0,Platform B,2024,10,16,Wednesday,269,Real Listing
TRAIN_1173,On-site Confirmation,82000000,360000,21.3,1,13,West,1,1,Not Available,17,15,G52Iz8V2B9,Platform C,2023,11,3,Friday,617,Real Listing
TRAIN_1174,On-site Confirmation,137500000,690000,,2,4,East,2,1,Not Available,,0,G71dR3J6C2,K플랫폼,2024,10,22,Tuesday,263,Real Listing
TRAIN_1175,On-site Confirmation,361500000,410000,41.99,,10,남서향,2,1,Available,34,0,r16Dr6Z7C3,G플랫폼,2024,9,28,Saturday,287,Real Listing
TRAIN_1176,On-site Confirmation,162000000,360000,17.5,8,10,남서향,1,1,Available,5,0,J52gJ2E4T6,Platform C,2024,11,2,Saturday,252,Real Listing
TRAIN_1177,Phone Confirmation,181000000,160000,40.03,1,3,남서향,2,1,Not Available,1,1,G52Iz8V2B9,Platform B,2024,5,12,Sunday,426,Real Listing
TRAIN_1178,On-site Confirmation,193000000,350000,37.12,2,4,South,2,1,Not Available,,6,q01Dr2J6A9,Platform A,2024,3,9,Saturday,490,Real Listing
TRAIN_1179,On-site Confirmation,103500000,620000,37.07,6,16,South,1,1,Available,48,6,G52Iz8V2B9,Platform B,2024,11,16,Saturday,238,Real Listing
TRAIN_1180,Phone Confirmation,104000000,750000,30.14,1,5,North,1,1,Available,44,4,G52Iz8V2B9,Platform A,2023,11,22,Wednesday,598,Real Listing
TRAIN_1181,Phone Confirmation,17000000,240000,40.89,6,6,East,1,1,Available,,8,w37Qk3B9D2,Platform B,2024,10,10,Thursday,275,Real Listing
TRAIN_1182,On-site Confirmation,98500000,150000,17.5,,17,Southeast,1,1,Available,99,0,w85cb3W8U9,Platform A,2024,12,25,Wednesday,199,Real Listing
TRAIN_1183,On-site Confirmation,29000000,130000,24.43,2,13,남서향,1,1,Not Available,48,10,G52Iz8V2B9,Platform A,2023,10,21,Saturday,630,Real Listing
TRAIN_1184,On-site Confirmation,358500000,620000,17.89,4,5,South,2,2,Not Available,26,7,G52Iz8V2B9,Platform A,2024,7,31,Wednesday,346,Real Listing
TRAIN_1185,On-site Confirmation,408500000,750000,17.5,11,15,East,1,1,Available,,0,n12ez5E0F1,Platform B,2024,11,5,Tuesday,249,Real Listing
TRAIN_1186,On-site Confirmation,177500000,730000,28.65,2,9,남서향,2,1,Available,19,2,G52Iz8V2B9,Platform A,2024,3,6,Wednesday,493,Real Listing
TRAIN_1187,On-site Confirmation,6500000,610000,,5,5,North,1,1,Not Available,,0,W88hM2E2A9,Platform C,2024,4,4,Thursday,464,Fake Listing
TRAIN_1188,On-site Confirmation,175000000,170000,39.67,5,6,North,2,1,Not Available,5,12,x81dK5X8Z0,Platform B,2023,12,5,Tuesday,585,Fake Listing
TRAIN_1189,On-site Confirmation,18000000,340000,41.65,4,19,South,1,1,Not Available,36,4,G52Iz8V2B9,Platform A,2024,5,23,Thursday,415,Real Listing
TRAIN_1190,서류확인,93000000,180000,41.8,,7,Southeast,2,1,Available,,0,B14iW9I2Y0,Platform D,2024,9,4,Wednesday,311,Real Listing
TRAIN_1191,On-site Confirmation,10500000,570000,,,7,East,1,1,Available,6,4,X71Iq5L2C6,Platform A,2024,1,11,Thursday,548,Fake Listing
TRAIN_1192,On-site Confirmation,31000000,640000,,2,3,South,2,1,Not Available,,5,b87Td0W4Y3,Platform C,2024,8,31,Saturday,315,Real Listing
TRAIN_1193,On-site Confirmation,31500000,390000,17.5,,21,West,1,1,Available,166,11,z40LO7P9C9,F플랫폼,2024,6,3,Monday,404,Fake Listing
TRAIN_1194,On-site Confirmation,155500000,60000,29.84,9,10,East,2,1,Available,34,14,W16wO7Z4R5,Platform C,2024,12,4,Wednesday,220,Real Listing
TRAIN_1195,On-site Confirmation,69000000,560000,19.07,3,4,East,1,1,Not Available,,9,k52HR5N1Z1,Platform C,2024,7,10,Wednesday,367,Fake Listing
TRAIN_1196,On-site Confirmation,189500000,250000,17.5,,11,West,1,1,Available,22,0,O55VW6U4R7,Platform A,2024,11,21,Thursday,233,Real Listing
TRAIN_1197,On-site Confirmation,159000000,740000,17.5,,14,South,1,1,Available,104,7,G38pb6B9C7,Platform C,2024,10,11,Friday,274,Real Listing
TRAIN_1198,On-site Confirmation,142500000,370000,,4,5,South,2,1,Not Available,2,0,S06Ox3K4D9,Platform A,2024,9,26,Thursday,289,Real Listing
TRAIN_1199,On-site Confirmation,93500000,550000,22.03,2,19,North,1,1,Available,28,6,G52Iz8V2B9,F플랫폼,2024,11,26,Tuesday,228,Real Listing
TRAIN_1200,On-site Confirmation,158500000,250000,22.41,12,12,South,1,1,Available,36,14,H90uE4C0W5,Platform A,2024,8,4,Sunday,342,Real Listing
TRAIN_1201,On-site Confirmation,143500000,640000,,2,3,North,2,1,Not Available,,8,K38kY2R6G0,Platform B,2023,10,18,Wednesday,633,Fake Listing
TRAIN_1202,Phone Confirmation,179000000,250000,,4,5,North,1,1,Not Available,1,7,K38kY2R6G0,Platform B,2024,8,2,Friday,344,Real Listing
TRAIN_1203,On-site Confirmation,152500000,200000,,3,6,북서향,1,1,Not Available,3,8,K86UF7I0P3,Platform C,2024,7,31,Wednesday,346,Real Listing
TRAIN_1204,On-site Confirmation,78000000,660000,23.17,11,15,Southeast,1,1,Available,14,0,G52Iz8V2B9,Platform C,2024,5,9,Thursday,429,Real Listing
TRAIN_1205,On-site Confirmation,95500000,600000,19.37,2,2,West,2,2,Available,13,5,G52Iz8V2B9,Platform B,2024,8,5,Monday,341,Real Listing
TRAIN_1206,On-site Confirmation,13000000,400000,33.79,7,12,East,1,1,Not Available,40,6,G52Iz8V2B9,Platform C,2024,2,19,Monday,509,Real Listing
TRAIN_1207,서류확인,98000000,60000,17.5,3,6,East,1,1,Available,5,0,J07Zn4B0R7,Platform C,2024,11,8,Friday,246,Real Listing
TRAIN_1208,On-site Confirmation,360000000,520000,,4,6,North,1,1,Not Available,,0,w37Qk3B9D2,Platform B,2024,10,15,Tuesday,270,Real Listing
TRAIN_1209,On-site Confirmation,7500000,580000,,2,3,East,1,1,Not Available,,0,L43HH2L9R7,Platform B,2024,10,2,Wednesday,283,Real Listing
TRAIN_1210,Phone Confirmation,82500000,500000,,2,3,East,1,1,Not Available,,0,i62yA7Y5P1,Platform A,2024,11,25,Monday,229,Real Listing
TRAIN_1211,On-site Confirmation,122500000,580000,27.36,,10,West,1,1,Not Available,18,8,l84az9J6A2,Platform C,2024,10,14,Monday,271,Real Listing
TRAIN_1212,On-site Confirmation,157000000,570000,39.09,2,6,East,2,1,Available,1,0,a15xR3G4V0,Platform A,2024,12,18,Wednesday,206,Real Listing
TRAIN_1213,Phone Confirmation,370500000,310000,,2,3,East,2,1,Not Available,,0,K25cF2K7X6,Platform E,2024,10,14,Monday,271,Real Listing
TRAIN_1214,Phone Confirmation,101000000,570000,17.5,6,9,West,1,1,Not Available,5,10,J52gJ2E4T6,Platform C,2024,3,28,Thursday,471,Fake Listing
TRAIN_1215,On-site Confirmation,92500000,270000,17.5,6,11,Southeast,1,1,Available,40,7,G52Iz8V2B9,Platform A,2024,2,28,Wednesday,500,Real Listing
TRAIN_1216,On-site Confirmation,123500000,420000,,2,3,East,2,1,Not Available,,0,L43HH2L9R7,Platform B,2025,1,11,Saturday,182,Real Listing
TRAIN_1217,On-site Confirmation,161000000,550000,,5,5,Southeast,1,1,Not Available,,5,U93ap2F8Z1,Platform C,2024,9,4,Wednesday,311,Real Listing
TRAIN_1218,On-site Confirmation,377000000,680000,,4,6,West,1,1,Available,4,13,U91hS8U0W8,Platform B,2024,9,16,Monday,299,Real Listing
TRAIN_1219,Phone Confirmation,93500000,670000,17.5,7,7,East,1,1,Available,1,3,b87Td0W4Y3,Platform C,2024,10,6,Sunday,279,Real Listing
TRAIN_1220,Phone Confirmation,95000000,670000,,2,4,North,2,1,Not Available,,0,H90uE4C0W5,Platform A,2024,8,31,Saturday,315,Real Listing
TRAIN_1221,On-site Confirmation,340500000,170000,21.14,3,6,East,1,1,Available,,0,d22DX4Y4P8,Platform B,2024,8,18,Sunday,328,Real Listing
TRAIN_1222,Phone Confirmation,114000000,290000,26.4,2,3,East,1,1,Not Available,,0,b47Pi9K2Q5,Platform B,2024,11,23,Saturday,231,Real Listing
TRAIN_1223,서류확인,15500000,290000,22.56,1,3,East,1,1,Not Available,30,9,G52Iz8V2B9,Platform B,2024,10,4,Friday,281,Real Listing
TRAIN_1224,On-site Confirmation,5500000,180000,,4,6,South,1,1,Not Available,,0,g15YB8N2R6,Platform A,2024,10,18,Friday,267,Real Listing
TRAIN_1225,Phone Confirmation,22000000,430000,19.74,5,5,South,1,1,Not Available,18,10,G52Iz8V2B9,Platform A,2024,6,16,Sunday,391,Real Listing
TRAIN_1226,On-site Confirmation,372500000,240000,17.94,8,8,South,2,1,Not Available,45,0,G52Iz8V2B9,Platform B,2024,2,29,Thursday,499,Real Listing
TRAIN_1227,On-site Confirmation,24500000,370000,25.44,2,3,북동향,1,1,Available,5,0,G52Iz8V2B9,Platform C,2024,9,1,Sunday,314,Real Listing
TRAIN_1228,서류확인,111500000,160000,36.77,6,7,Southeast,2,1,Available,46,11,G52Iz8V2B9,Platform E,2024,5,24,Friday,414,Real Listing
TRAIN_1229,On-site Confirmation,325000000,100000,32.52,9,11,East,1,1,Available,6,0,G52Iz8V2B9,Platform A,2024,5,12,Sunday,426,Real Listing
TRAIN_1230,On-site Confirmation,13500000,290000,23.14,4,11,남서향,1,1,Available,8,6,z27aA7D3L8,Platform A,2024,4,16,Tuesday,452,Real Listing
TRAIN_1231,On-site Confirmation,95500000,420000,22.59,2,3,West,1,1,Not Available,,3,Y92Kc9R0Q8,I플랫폼,2024,10,7,Monday,278,Real Listing
TRAIN_1232,서류확인,18000000,240000,17.5,2,13,East,1,1,Not Available,21,5,G52Iz8V2B9,Platform A,2024,5,19,Sunday,419,Real Listing
TRAIN_1233,On-site Confirmation,84000000,300000,,2,4,South,2,1,Available,3,0,I81Xq1F6S7,L플랫폼,2024,11,24,Sunday,230,Real Listing
TRAIN_1234,On-site Confirmation,132500000,590000,,3,10,East,1,1,Not Available,5,17,t30Ne9Y5A6,Platform B,2024,8,1,Thursday,345,Fake Listing
TRAIN_1235,On-site Confirmation,112000000,130000,19.8,,8,West,1,1,Not Available,5,9,i23ag3Z3Y7,Platform A,2024,12,4,Wednesday,220,Real Listing
TRAIN_1236,On-site Confirmation,339500000,450000,31.77,,7,South,2,1,Not Available,,8,Q42YF3Y0I2,Platform A,2024,11,10,Sunday,244,Real Listing
TRAIN_1237,On-site Confirmation,335500000,720000,17.5,16,21,North,1,1,Available,166,11,J07Zn4B0R7,Platform C,2024,6,1,Saturday,406,Fake Listing
TRAIN_1238,On-site Confirmation,86500000,480000,,,5,North,2,1,Not Available,5,14,w85cb3W8U9,Platform A,2023,11,26,Sunday,594,Fake Listing
TRAIN_1239,On-site Confirmation,165000000,360000,28.52,5,5,East,2,1,Available,,0,f28iD1U4F3,Platform B,2024,3,10,Sunday,489,Fake Listing
TRAIN_1240,On-site Confirmation,22500000,480000,30.1,7,21,West,1,1,Available,28,11,G52Iz8V2B9,Platform B,2024,6,1,Saturday,406,Real Listing
TRAIN_1241,On-site Confirmation,356500000,530000,36.15,2,3,South,2,1,Not Available,,0,x25Ws7X2V4,Platform A,2025,1,1,Wednesday,192,Real Listing
TRAIN_1242,On-site Confirmation,335500000,700000,,3,4,Southeast,1,1,Available,2,10,t30Ne9Y5A6,Platform B,2024,2,17,Saturday,511,Fake Listing
TRAIN_1243,On-site Confirmation,82000000,630000,33.05,3,4,East,2,1,Not Available,,0,R51nD5V3T5,Platform A,2024,10,31,Thursday,254,Real Listing
TRAIN_1244,Phone Confirmation,159500000,70000,21.19,3,5,North,1,1,Not Available,45,5,G52Iz8V2B9,Platform B,2024,1,12,Friday,547,Real Listing
TRAIN_1245,서류확인,153000000,560000,,4,6,East,2,1,Not Available,,0,b87Td0W4Y3,Platform C,2024,8,27,Tuesday,319,Real Listing
TRAIN_1246,서류확인,374000000,680000,26.25,3,7,남서향,1,1,Available,4,2,b87Td0W4Y3,Platform C,2024,11,11,Monday,243,Real Listing
TRAIN_1247,On-site Confirmation,341000000,630000,26.25,3,7,South,1,1,Available,4,14,M81UG0D1F8,Platform A,2024,10,16,Wednesday,269,Real Listing
TRAIN_1248,On-site Confirmation,407500000,180000,17.5,4,4,East,2,1,Not Available,48,1,G52Iz8V2B9,Platform A,2024,6,24,Monday,383,Real Listing
TRAIN_1249,On-site Confirmation,21500000,180000,17.5,9,10,West,1,1,Available,16,8,J52gJ2E4T6,Platform C,2024,9,23,Monday,292,Fake Listing
TRAIN_1250,On-site Confirmation,173500000,500000,18.54,4,5,West,1,1,Not Available,2,13,z54Fl0B2P9,Platform A,2024,1,9,Tuesday,550,Fake Listing
TRAIN_1251,On-site Confirmation,6000000,130000,41.8,5,7,North,2,1,Not Available,8,13,Q39nx9D3P1,Platform D,2023,12,22,Friday,568,Fake Listing
TRAIN_1252,On-site Confirmation,69000000,270000,21.72,2,2,East,1,1,Not Available,6,8,G52Iz8V2B9,Platform A,2024,12,21,Saturday,203,Real Listing
TRAIN_1253,On-site Confirmation,25000000,270000,29.98,7,8,South,2,1,Available,6,0,d22DX4Y4P8,Platform B,2024,11,15,Friday,239,Real Listing
TRAIN_1254,On-site Confirmation,28000000,720000,28.76,15,19,북동향,1,1,Not Available,38,12,G52Iz8V2B9,Platform A,2024,6,10,Monday,397,Real Listing
TRAIN_1255,On-site Confirmation,88500000,160000,27.51,6,7,남서향,2,1,Available,19,8,r16Dr6Z7C3,G플랫폼,2024,9,5,Thursday,310,Real Listing
TRAIN_1256,On-site Confirmation,17000000,170000,19.83,3,4,남서향,1,1,Not Available,,8,y83fz3N4Q6,Platform B,2024,9,22,Sunday,293,Real Listing
TRAIN_1257,On-site Confirmation,359000000,140000,25.58,,7,East,2,1,Available,4,8,x68FU7B0S3,Platform A,2025,1,23,Thursday,170,Real Listing
TRAIN_1258,Phone Confirmation,9500000,50000,,3,7,South,2,1,Available,7,0,S30er7F3P4,Platform E,2025,1,13,Monday,180,Real Listing
TRAIN_1259,On-site Confirmation,329500000,560000,22.91,5,19,South,1,1,Available,44,5,G52Iz8V2B9,Platform A,2024,9,30,Monday,285,Real Listing
